Administrative_Duration,Informational_Duration,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
117.8,0,62,0.005230769,0.01881429,0,0,3,2,6,4,0,0,0
0,0,6,0,0.02,0,0,3,2,1,2,1,0,0
0,0,20,0.025,0.038472222,0,0,1,2,3,1,0,1,0
179.3785714,0,8,0,0.0025,0,0,2,2,1,5,1,0,0
0,135,32,0.029946524,0.03546327,4.027998418,0,1,1,6,2,0,1,0
98.6,0,7,0,0.02,88.84365062,0,2,2,7,2,0,0,1
29.44,0,4,0,0.039583333,0,0,2,2,8,2,0,0,1
158.6704505,430.2,146,0.002671513,0.00935218,6.711290592,0,2,10,7,2,0,0,1
24.2,0,8,0,0.044444444,0,0,1,8,1,2,0,0,0
27.2,0,71,0.005555556,0.034027778,0,0,2,2,7,1,0,1,0
20.2,0,7,0,0.05,0,0,2,2,1,1,0,0,0
0,0,22,0.021212121,0.046969697,0,0,3,2,3,4,0,1,0
356.6,0,39,0.001282051,0.010133221,0,0,1,1,4,4,0,0,0
24,0,37,0.001315789,0.01505848,0,0,1,1,2,2,0,0,0
0,0,4,0.125,0.133333333,0,0,3,2,1,4,0,0,0
249.8,722.9,8,0,0,0,0,2,4,4,2,1,0,0
315.845679,382.4,31,0.014285714,0.013518007,37.53469014,0,1,1,1,4,0,0,1
0,6,9,0,0.066666667,0,0,4,2,3,4,0,0,0
15.1,0,9,0,0.01875,0,0,3,2,4,4,1,0,0
19.8,0,2,0.0125,0.034166667,0,0,1,1,6,5,1,1,1
0,0,6,0.2,0.2,0,0,3,2,7,13,0,0,0
0,0,37,0,0.005555556,0,0,2,2,2,2,0,1,0
0,0,47,0.004347826,0.013768116,0,0,2,2,7,1,0,0,0
34.2,0,5,0,0.028571429,0,0,4,1,2,2,1,0,0
143.0666667,6.5,74,0.002666667,0.010666667,0,0,2,2,3,1,0,1,0
65.68,42.4,12,0.015384615,0.038461538,0,0,2,6,4,3,0,1,0
115.2,0,7,0,0,0,0,2,2,2,2,1,1,0
0,0,4,0.05,0.066666667,0,0,3,2,5,13,0,1,0
0,69,15,0,0.055555556,0,0,2,2,3,2,0,0,0
140.9,18.2,20,0,0.009876543,0,0,2,2,3,2,1,0,0
11,0,2,0,0,0,0,2,2,9,6,0,0,0
32,0,15,0,0,55.82099528,0,2,4,1,2,1,0,0
66.33333333,0,12,0.04,0.084444444,21.24191985,0,2,2,1,2,0,0,1
12.1,0,4,0.00952381,0.066666667,0,0,1,2,1,5,0,0,0
98.73333333,229.8,151,0.013402778,0.041166667,5.88595629,0,2,5,3,3,0,0,0
0,0,62,0,0.015591398,0,0,1,1,7,3,0,0,0
0,0,4,0,0,35.34967016,0,3,2,3,2,0,1,1
0,0,2,0,0.1,0,0,2,2,5,13,0,0,0
64.4,0,22,0,0.043478261,0,0,2,2,1,2,0,0,0
145.2,0,28,0,0.002380952,0,0,3,2,7,11,1,1,0
0,0,19,0,0.005263158,0,0,2,2,5,2,0,0,0
0,0,14,0,0.007142857,0,0,1,1,1,2,0,0,0
24.2,0,3,0,0.04,0,0,2,2,3,5,1,0,0
0,0,32,0,0,83.80837784,0,2,2,6,2,1,0,1
0,0,12,0,0.030555556,0,0,2,2,1,1,0,0,0
8,0,47,0.010416667,0.017638889,0,0,1,1,3,3,0,0,0
58.4,0,84,0.01577381,0.039900794,0,0,2,2,1,1,0,0,0
0,0,6,0.066666667,0.1,0,0,2,2,1,3,0,0,0
184.7333333,0,106,0.001851852,0.00287037,3.96093872,0,2,2,9,2,0,0,1
0,0,3,0,0.066666667,0,0,1,1,1,5,0,0,0
75.66349206,0,4,0,0.056481481,0,0,2,5,7,2,0,0,0
49.4,0,45,0,0.004444444,117.6165932,0,2,2,3,2,0,1,1
50.4,0,49,0.004081633,0.015646259,24.68624612,0,2,2,9,1,0,0,0
123.4,0,38,0.017948718,0.033333333,0,0,1,1,3,3,0,1,0
0,0,7,0,0,28.80119616,0,1,1,1,5,1,0,1
10,0,23,0,0.008333333,0,0,2,2,4,1,0,0,0
432.2,0,30,0.003030303,0.014018978,12.1958841,0,1,1,3,2,0,0,1
139,0,5,0,0.014285714,0,0,1,1,5,2,1,0,0
251.3090909,1655.4,80,0.003571429,0.013743735,8.517221252,0,3,2,4,2,0,1,0
0,0,13,0.015384615,0.084615385,0,0,1,1,1,3,0,0,0
0,0,5,0.04,0.06,0,0,3,2,5,4,0,1,0
36.4,0,3,0,0,55.89978908,0,1,1,3,2,1,0,0
0,0,3,0.066666667,0.133333333,0,0,3,2,4,3,0,1,0
113.1,0,17,0,0.033333333,94.10360412,0,1,1,2,4,0,0,1
38.3,0,18,0,0.010884354,0,0,2,2,5,2,0,1,0
43.73333333,0,19,0,0.003741497,0,0,1,1,6,2,0,0,0
131.34,38.2,102,0.002181818,0.017363636,4.215363542,0,2,2,5,1,0,0,0
136.5,42.4,120,0.015762274,0.030675226,3.996742423,0,2,2,2,1,0,1,1
275.1,43.4,31,0.006060606,0.012121212,0,0,3,2,1,13,0,1,0
0,0,31,0.006451613,0.04516129,0,0,2,2,9,1,0,0,0
385.5666667,0,54,0.010344828,0.014367816,0,0,2,2,7,3,0,0,0
59.53333333,0,13,0,0.011764706,0,0,2,2,9,2,1,0,0
0,0,8,0,0.025,0,0,1,2,1,2,0,1,0
54.4,0,1,0,0.007042254,0,0,2,2,4,2,0,0,0
64.4,0,15,0,0.00625,166.3735531,0,1,1,1,5,1,1,0
31.2,468.4,15,0.003703704,0.063333333,12.1360201,0,2,2,5,3,0,1,0
0,0,17,0,0.011111111,83.93274289,0,2,2,2,2,1,1,1
16,0,24,0,0.023076923,0,0,2,2,4,13,0,0,0
0,0,11,0.083333333,0.116666667,0,0,2,4,1,3,0,0,1
0,0,9,0.022222222,0.005128205,0,0,1,2,1,4,0,0,0
119.4,0,16,0.01,0.02,35.35631939,0,1,1,8,4,0,0,0
23.2,0,24,0.0128,0.021333333,0,0,3,2,1,3,0,1,0
22.2,44.4,37,0.005128205,0.002564103,0,0,2,10,1,2,0,0,0
82.95714286,0,28,0.013793103,0.025860732,0,0,3,2,1,2,0,0,0
2,0,5,0,0.1,0,0,3,2,3,2,0,0,0
0,0,2,0,0.066666667,21.47899475,0,1,8,6,20,0,1,1
0,0,6,0,0.016666667,124.9045858,0,2,6,9,20,1,0,1
0,0,27,0,0.012962963,0,0,2,2,1,2,0,0,0
68.6,29.2,97,0.002520046,0.013784185,0,0,2,4,2,2,0,1,0
4,10,274,0.002431163,0.013240553,0,0,2,2,9,2,0,0,0
60.4,0,4,0,0.04,0,0,1,1,3,4,1,0,0
89.33333333,0,22,0,0.018695652,0,0,3,2,2,2,0,1,0
66.26666667,348.6,6,0.044444444,0.046666667,11.12205139,0,3,2,3,7,0,0,0
98.46666667,0,13,0,0.016,0,0,2,2,3,4,0,0,0
0,0,4,0,0.05,36.26141924,0,2,2,3,1,0,0,1
667.25,0,4,0,0.01,0,0,3,2,6,2,0,1,0
0,0,13,0,0.015384615,0,0,2,5,7,4,0,0,0
206.03,0,129,0.010687023,0.024611656,2.169469761,0,2,2,1,3,0,0,1
82.6,0,33,0,0.007843137,0,0,2,2,2,1,0,0,0
498.9,0,221,0,0.006020558,5.268190163,0,2,5,4,2,0,0,0
109.8,0,32,0.005882353,0.035620915,0,0,2,10,4,2,0,0,0
115.7,0,24,0,0.022857143,0,0,2,2,5,2,0,0,0
149.0316092,1529.2,23,0.005714286,0.020425941,16.19731984,0,2,2,2,20,0,0,0
20.2,0,14,0,0.009183673,0,0,2,2,1,5,0,0,0
86.1,28.4,2,0,0.033333333,0,0,2,2,1,5,1,0,0
0,0,1,0.2,0.2,0,0,2,2,1,4,0,1,0
0,0,2,0,0,34.03997536,0,2,2,4,1,0,0,1
903.7,26.2,109,0.006140351,0.010281148,3.870588042,0,3,2,6,1,0,0,0
0,0,7,0,0.007142857,0,0,2,2,1,2,0,0,0
73.6,31.2,52,0.003703704,0.018312757,0,0,2,2,1,1,0,0,0
0,0,1,0.2,0.2,0,0,1,1,1,1,1,1,0
28.2,0,12,0,0.014285714,0,0,1,8,4,6,0,0,0
236.8,0,240,0,0.001197045,20.62387076,0,2,5,4,20,0,0,1
24.13333333,0,19,0,0.00125,0,0,3,2,1,2,0,0,0
23,0,3,0,0.04,10.99901844,0,2,2,1,1,0,1,1
0,0,4,0,0.05,0,0,2,2,5,1,0,0,0
80.6,112.8,10,0,0.015384615,0,0,2,5,3,20,0,0,0
0,0,8,0.05,0.075,0,0,1,1,1,1,1,0,0
82.01111111,211.6,162,0,0.003964551,22.36033441,0,2,2,1,6,0,0,0
416.2,0,90,0.008247423,0.032048254,10.31930868,0,3,2,8,2,0,0,0
0,0,4,0.15,0.15,0,0,3,2,1,13,0,0,0
125.4533333,44.4,54,0.027118644,0.043050847,21.74067473,0,2,2,6,1,0,0,1
319.4,251.8,53,0,0.010606061,52.97841866,0,2,2,9,4,0,0,1
117.8,0,12,0.025,0.04375,0,0,3,2,3,13,0,0,0
126,6,47,0,0.002721088,4.406578162,0,2,2,1,4,0,0,0
4,0,28,0,0.003571429,0,0,2,2,9,2,1,1,0
0,0,19,0.056140351,0.092982456,0,0,1,1,2,1,0,0,0
114.2,0,26,0,0.008800253,0,0,1,1,1,2,0,0,0
0,0,19,0,0,0,0,1,1,1,4,0,0,0
165.2,0,36,0,0.010526316,0,0,2,4,8,6,1,1,0
0,0,8,0.025,0.0625,0,0,2,2,9,1,0,0,0
191.4,0,7,0.025,0.0375,0,0,3,3,3,5,0,1,0
484.4615789,14,33,0.004269006,0.03466118,0,0,1,8,1,3,0,0,0
419.1795254,0,110,0.0128,0.02480939,14.4030575,0,2,2,3,3,0,0,0
149.95,0,1,0,0.04,0,0,1,8,1,5,0,0,0
36.86666667,0,123,0.002090592,0.015563298,0,0,2,2,1,4,0,0,0
79.6,0,28,0.007142857,0.008214286,0,0,1,2,2,2,0,0,0
0,0,2,0,0.1,0,0,1,1,1,2,1,0,0
69.6,53,6,0,0.02,0,0,2,6,1,3,1,1,0
58.4,0,54,0.002631579,0.020467836,11.7031641,0,4,2,9,13,0,0,1
202.1333333,0,23,0,0.008,0,0,1,1,1,2,1,0,0
0,0,3,0,0.033333333,0,0,3,2,1,1,0,0,0
34.3,0,22,0.018181818,0.045,0,0,2,2,8,1,0,0,0
0,27.6,11,0.030769231,0.040384615,0,0,3,2,2,2,0,0,0
70.93333333,560,16,0,0.028070175,9.163038423,0,2,2,1,2,0,0,0
243.65,0,20,0.016,0.022,0,0,2,2,1,2,0,0,0
0,0,6,0,0,22.15399132,0,1,1,7,3,0,0,1
170.15,0,11,0,0.002352941,0,0,2,2,1,2,1,0,0
0,0,83,0.02804878,0.057723577,10.15253138,0,2,6,4,1,0,0,0
134,0,21,0,0.00952381,0,0,1,1,2,2,1,0,0
0,0,16,0,0.003921569,92.9041786,0,2,2,1,2,1,0,1
67.5,100.2,17,0.026315789,0.035087719,0,0,2,2,2,2,0,0,0
0,0,1,0.2,0.2,0,0,2,4,9,3,0,0,0
30.2,0,20,0.019047619,0.025396825,9.775216594,0,1,2,1,1,0,0,0
49.2,0,17,0.004761905,0.022222222,0,0,1,1,3,4,0,0,0
81.6,0,32,0.0125,0.023125,0,0,2,2,9,1,0,0,0
98.1,28.2,130,0.019799499,0.036825949,0,0,2,2,4,1,0,1,0
67,0,8,0,0.016666667,0,0,3,2,9,2,1,0,0
706.5566667,0,53,0.007017544,0.024948268,0,0,3,2,1,1,0,0,0
0,5,5,0.028571429,0.042857143,0,0,3,2,2,4,0,1,0
0,0,18,0,0.033333333,0,0,2,2,1,3,0,0,0
0,0,16,0.1,0.125,0,0,3,2,3,13,0,0,0
88.6,0,59,0.006779661,0.007605389,0,0,3,2,1,4,0,1,0
155,0,20,0.008333333,0.025,0,0,2,2,1,3,0,0,0
0,0,135,0.019259259,0.037964727,0,0,2,2,2,3,0,0,0
49.2,379,5,0,0.018181818,8.326728149,0,2,2,8,2,1,0,0
84.6,0,43,0,0.005319149,45.63345378,0,2,2,1,2,1,0,1
85.1,0,8,0.075,0.078125,0,0,3,3,1,1,0,1,0
0,0,22,0.023809524,0.036507937,10.7869918,0,2,2,2,1,0,0,1
0,0,3,0,0.066666667,0,0,2,2,7,2,0,0,0
24.2,0,46,0.008163265,0.03537415,6.012671082,0,2,4,3,1,0,0,0
0,91.2,24,0.052564103,0.049224806,0,0,2,2,9,20,0,1,0
31.2,0,31,0,0.008333333,0,0,1,1,1,3,1,0,0
91.9,0,6,0,0.005,0,0,3,2,1,2,1,1,0
31.6,0,4,0,0.028571429,0,0,2,2,7,4,0,0,0
99.2,0,7,0.025,0.015,0,0,3,2,1,2,0,1,0
175.1,0,3,0,0.011111111,0,0,2,10,3,5,1,0,0
0,0,13,0.030769231,0.069230769,0,0,1,1,4,4,0,1,0
0,0,21,0.015238095,0.067619048,0,0,2,4,3,1,0,0,0
80.06666667,812,113,0.007377049,0.016691039,45.55270796,0,2,2,3,1,0,0,0
70.5,0,3,0,0.00952381,0,0,3,3,4,5,1,0,0
128.5,0,32,0.027027027,0.041441441,0,0,2,4,1,1,0,1,0
0,0,26,0.023076923,0.037179487,0,0,3,2,5,13,0,0,0
0,0,1,0.2,0.2,0,0,3,2,3,13,0,0,0
23.2,0,0,0,0.033333333,0,0,2,2,6,3,0,0,1
11,0,44,0.02705314,0.048201119,0,0,1,1,1,3,0,0,0
0,0,51,0.007843137,0.011671335,12.01221257,0,3,2,1,1,0,1,1
173.9666667,0,17,0.018181818,0.017272727,0,0,2,2,3,4,0,0,0
174.3,0,39,0.032954545,0.056528671,0,0,1,2,1,1,0,0,0
7,0,27,0.038095238,0.06037037,0,0,2,2,7,1,0,0,0
415.55,0,115,0.004273504,0.023036223,13.29131586,0,2,4,4,1,0,1,1
21.2,0,7,0,0.055555556,0,0,2,2,1,1,0,0,0
59.4,0,73,0,0,258.5498732,0,2,2,3,2,1,0,1
115.8,0,60,0.007936508,0.01982092,0,0,2,2,4,3,0,1,0
399.2,34.3,42,0.062222222,0.090962963,3.16569129,0,2,2,6,13,0,0,0
106.9,0,211,0.012735849,0.028901336,0,0,2,2,3,13,0,0,0
0,0,7,0.025,0.08125,3.27121463,0,3,7,3,4,0,0,0
0,0,42,0.019047619,0.034920635,0,0,3,2,8,2,0,0,0
32,0,30,0,0.0125,0,0,2,2,7,1,0,0,0
54.4,0,68,0.002898551,0.008789401,0,0,4,1,4,1,0,0,0
217.8666667,0,15,0,0.027777778,0,0,1,1,2,2,0,0,0
0,0,2,0,0.033333333,0,0,2,2,3,5,0,0,0
212.6,0,87,0,0.00411985,0,0,2,2,7,1,0,0,0
160.2,0,13,0,0.011904762,0,0,1,2,3,2,1,0,0
85.48223443,5.5,227,0.007264957,0.018863427,0.154821253,0,2,2,1,13,0,0,0
0,0,11,0,0.036363636,0,0,2,2,1,1,0,0,0
169.2,0,24,0.008333333,0.006944444,0,0,3,2,3,4,0,1,1
125.7333333,0,7,0.033333333,0.024166667,0,0,2,2,1,1,0,0,0
22.2,0,9,0,0.005194805,16.1722885,0,2,2,3,3,0,0,1
0,0,19,0,0.011111111,0,0,3,2,1,2,0,1,0
86.6,0,41,0.031060606,0.046893939,0,0,2,2,1,1,0,0,0
154.0229167,0,50,0.008611111,0.02038584,18.19675574,0,3,2,3,4,0,0,0
132.92,212.8,36,0.014285714,0.034484127,11.11383981,0,2,7,2,2,0,0,0
260.7361111,186.5,51,0.013661202,0.02989071,8.339171985,0,4,2,7,1,0,1,1
0,0,18,0,0.02962963,0,0,1,1,1,2,0,0,0
0,0,18,0.05,0.07962963,0,0,2,2,3,4,0,0,0
162.625,0,37,0.000724638,0.0125,0,0,2,10,1,1,0,0,0
72.6,0,17,0,0.002,0,0,2,2,9,2,1,0,0
92.6,0,9,0,0.024242424,0,0,2,2,5,2,0,1,0
0,0,86,0.013882353,0.0654082,0,0,2,2,4,1,0,0,0
4,0,2,0,0.05,0,0,2,10,3,5,1,0,0
43,0,36,0.005714286,0.017142857,0,0,2,2,3,13,0,0,0
0,0,5,0.2,0.2,0,0,3,2,3,1,0,1,0
0,0,23,0.013636364,0.037207792,10.95661974,0,2,2,3,1,0,0,1
81.6,0,45,0.041945289,0.072659574,0,0,3,2,6,13,0,0,0
0,39.4,6,0,0.00625,0,0,2,2,3,2,0,1,0
0,0,42,0.004761905,0.014920635,0,0,1,1,1,2,0,0,0
287.5,12.5,9,0.01025641,0.041025641,0,0,1,1,4,3,0,0,0
189.8,0,9,0,0.015384615,70.31635146,0,2,2,3,2,1,0,1
129.9,0,70,0.011351351,0.033766459,0,0,2,2,7,1,0,0,0
50.06666667,0,159,0.001851852,0.005588342,0,0,2,2,4,4,0,1,0
0,0,28,0.007142857,0.033333333,0,0,3,2,3,15,0,0,0
3,0,9,0.054545455,0.042424242,4.760328465,0,3,2,4,1,0,0,1
35.2,0,44,0.012765957,0.014184397,17.21022568,0,1,1,1,3,0,0,0
31.7,239.2,3,0,0.008333333,0,0,2,2,1,5,1,0,0
159.7,72.6,44,0,0.003921569,0,0,2,2,2,5,1,0,0
246.6,0,46,0.012244898,0.02122449,0,0,2,2,8,1,0,0,0
227.6,0,115,0,0.002849003,0,0,2,2,4,4,0,0,0
215.5,12,12,0,0.0125,0,0,2,2,4,5,1,0,0
0,0,24,0.009090909,0.027056277,0,0,2,2,1,20,0,0,0
28.2,37.3,7,0.058333333,0.086904762,0,0,2,2,1,20,0,0,0
173.4115512,0,162,0.001142857,0.009090249,17.79812649,0,2,2,1,1,0,0,0
0,0,9,0,0.04,30.21969637,0,1,2,6,4,0,0,1
217.4,67.4,24,0,0.007142857,0,0,2,4,4,5,1,0,0
22.2,0,10,0,0.018181818,0,0,2,2,1,2,0,0,0
0,0,4,0,0.05,0,0,2,10,1,3,0,0,0
608.14,733.8,168,0.006631763,0.013527508,10.15064372,0,2,2,3,1,0,1,0
444.7,0,59,0.006666667,0.0265,0,0,2,2,4,13,0,0,0
376.3333333,69.4,161,0.003592814,0.007729114,3.104019139,0,1,1,3,3,0,0,0
81.6,0,10,0.018181818,0.027272727,0,0,2,2,3,20,0,0,0
31.1,31.2,18,0.013043478,0.048115942,8.611221424,0,2,5,3,20,0,0,0
0,0,28,0,0.009511278,0,0,3,2,2,2,0,0,0
294.6587879,97.64,107,0.003138528,0.00912201,5.866248908,0,1,1,1,2,0,0,0
23.2,0,11,0,0.015384615,0,0,2,2,2,2,1,1,0
0,0,26,0.007692308,0.030769231,0,0,3,3,1,4,0,0,0
47.2,0,2,0,0.04,0,0,2,5,4,2,1,0,0
0,0,8,0.05,0.15,0,0,1,1,1,3,0,0,0
0,0,31,0,0.006451613,0,0,2,2,3,2,0,1,0
314.505,0,37,0,0.008695652,87.25396293,0,1,1,3,2,1,0,1
0,0,55,0,0.009090909,45.71146255,0,2,2,1,4,0,0,1
0,0,5,0,0.033333333,50.36347405,0,4,1,3,1,0,0,1
0,17.2,93,0.003191489,0.014078014,0.139200623,0,2,2,1,1,0,0,1
0,0,20,0,0.010526316,104.2012273,0,2,2,1,2,0,0,1
140.1666667,244.3,14,0.044444444,0.067397661,0,0,3,2,1,1,0,0,0
515.6133333,85.14,50,0.003636364,0.011878788,12.12586885,0,3,2,4,4,0,1,1
0,0,30,0,0.015,0,0,2,4,4,4,0,0,0
20.2,0,16,0,0.011111111,0,0,2,2,2,2,1,1,0
19.2,0,42,0,0.013636364,0,0,2,2,1,1,0,0,0
47.4,0,6,0.022222222,0.062962963,29.65880372,0,2,2,1,2,0,0,0
0,0,15,0,0.013333333,0,0,2,2,7,20,0,0,0
168.7,0,34,0.005405405,0.013719827,0,0,2,2,3,2,1,0,0
0,0,16,0,0.039365079,18.30205576,0,3,2,2,1,0,0,1
178.92,6,33,0.013157895,0.011842105,0,0,3,2,1,3,0,0,0
0,0,16,0.028571429,0.057142857,0,0,2,2,1,1,0,0,0
26.2,0,4,0,0.025,0,0,2,2,1,4,0,0,0
0,0,1,0.2,0.2,0,0,3,2,1,4,0,1,0
46.3,0,2,0,0.025,0,0,2,4,1,2,1,0,0
0,0,3,0,0.066666667,0,0,2,2,3,3,0,0,0
209.2,0,18,0.008695652,0.041304348,0,0,1,1,1,1,0,0,0
0,0,22,0,0.003174603,0,0,3,2,2,6,1,1,0
55.4,96.8,26,0.013793103,0.022413793,2.812474051,0,2,2,1,2,0,0,0
0,0,3,0.066666667,0.1,0,0,3,2,5,13,0,0,0
0,0,28,0.02962963,0.048148148,0,0,2,2,2,13,0,0,0
103.6,0,72,0.005333333,0.026377261,7.806338478,0,2,2,6,2,0,0,0
182.4,0,27,0,0.007407407,0,0,2,4,6,11,1,1,0
190.55,6,21,0.031313131,0.043198653,0,0,1,1,7,3,0,0,0
161.1076923,108.3,44,0.016352201,0.037389344,5.721365099,0,1,1,4,1,0,0,1
33.2,0,1,0,0,0,0,2,5,3,2,1,1,0
0,0,9,0.111111111,0.155555556,0,0,2,2,7,1,0,1,0
308.5859649,0,67,0.000352113,0.001928521,0.384720286,0,3,2,1,2,0,0,0
1660.3,0,2,0,0.016666667,113.9293434,0,2,10,1,2,0,0,1
36.2,0,22,0,0.008695652,3.586636448,0,2,2,1,2,0,1,1
913.5222222,141.88,29,0.002631579,0.020570175,1.483746347,0,2,2,4,2,0,1,0
0,0,20,0,0.01,0,0,3,3,1,3,1,0,0
180.0666667,0,3,0,0.007142857,0,0,2,2,9,5,1,1,0
20.2,0,77,0.002597403,0.017041847,18.74860165,0,2,2,7,1,0,0,1
0,0,15,0,0.015384615,0,0,2,2,8,20,0,0,0
0,0,15,0,0.033333333,0,0,2,2,1,2,0,0,0
0,0,41,0.027526132,0.048583043,0,0,1,1,7,3,0,0,0
74.4,0,140,0.001909722,0.016226074,0,0,2,2,3,4,0,1,0
0,0,29,0.101149425,0.128275862,0,0,1,1,1,3,0,0,0
94.6,0,1,0,0.05,0,0,2,2,1,2,1,0,0
0,105.1333333,17,0.052941176,0.045751634,0,0,3,2,6,13,0,0,0
73.95833333,0,17,0.025,0.0375,27.83116147,0,3,2,4,1,0,0,1
0,0,2,0,0.1,0,0,2,5,9,13,0,1,0
0,0,15,0.053333333,0.064444444,0,0,2,2,3,1,0,0,0
177.2,0,34,0,0.011111111,0,0,2,2,3,2,0,0,0
0,0,40,0.018333333,0.034416667,0,0,3,2,1,1,0,1,0
94.86666667,0,22,0.008333333,0.042708333,18.08644865,0,3,2,2,4,0,0,1
33.4,0,35,0,0.01,0,0,2,2,1,3,0,0,0
143.8,94.8,23,0,0.004166667,0,0,2,2,2,1,1,0,0
327.2357143,260,42,0,0.022666667,18.50321705,0,2,4,6,1,0,0,1
16.2,0,4,0.025,0.075,0,0,2,4,1,3,0,0,1
0,0,13,0,0,0,0,1,1,1,2,0,0,0
0,0,1,0.2,0.2,0,0,3,2,1,1,0,1,0
57.4,0,21,0,0.008695652,0,0,2,2,1,2,0,0,0
186.6666667,790.0066667,57,0.000980392,0.007866316,3.801048407,0,3,2,6,2,0,1,0
54.8,28.2,24,0,0.008,44.35972562,0,2,2,1,4,0,0,1
27.2,0,9,0,0.02,0,0,2,4,1,2,0,0,0
341.8166667,51.4,429,0.00304414,0.012547206,3.459384236,0,2,2,9,1,0,0,0
80.6,0,39,0,0.005,0,0,1,2,1,20,0,0,0
0,0,65,0.008080808,0.036336088,0,0,1,1,3,2,0,1,0
0,0,54,0.003773585,0.022012579,0,0,2,4,1,3,0,0,0
240.8,4,13,0,0.00625,0,0,3,2,2,2,0,0,0
0,0,3,0,0.05,113.3238614,0,2,2,9,2,0,1,1
16,0,63,0,0.001587302,1.298232174,0,4,1,6,4,0,0,0
0,105.8,44,0,0.036803966,9.550627398,0,2,6,4,2,0,0,0
52.4,0,16,0,0.011764706,0,0,1,1,1,5,0,1,0
8,0,22,0.028571429,0.037698413,10.79250883,0,3,2,1,1,0,0,1
199.4562728,299.0333333,686,0.009853301,0.022771363,0.150650498,0,2,2,1,1,0,0,0
666.2,173.54,27,0,0.010419753,35.22837227,0,3,6,3,20,0,0,0
5,0,16,0.044444444,0.075925926,0,0,3,2,1,4,0,1,0
446.3833333,0,28,0.01,0.012860238,37.5474164,0,2,2,1,2,0,0,0
106.6,0,11,0,0.004444444,0,0,2,2,1,3,1,0,0
221.7279167,144.2,136,0.011252599,0.031851593,2.045137389,0,2,5,1,1,0,0,0
0,0,1,0.2,0.2,0,0,3,2,4,1,0,0,0
167,0,37,0.016666667,0.030296143,0,0,2,2,3,2,0,0,0
5,0,6,0,0.014285714,0,0,2,2,1,2,1,0,1
141.6333333,0,13,0,0.023529412,0,0,2,2,1,3,0,0,0
35.3,0,2,0,0,40.27815244,0,2,2,1,6,1,0,1
26.2,0,92,0.007692308,0.021318681,0,0,4,1,3,1,0,0,0
46.4,0,8,0.02,0.08,0,0,4,1,1,1,0,0,0
0,13.1,62,0.01031746,0.022246642,0,0,2,4,1,4,0,0,0
0,11.4,43,0.004545455,0.021212121,0,0,2,2,1,1,0,0,0
137,0,6,0,0.028571429,44.89345937,0,2,2,7,4,0,0,1
0,0,1,0.2,0.2,0,0,2,5,1,20,0,0,1
0,0,14,0.035714286,0.05,0,0,1,1,9,3,0,0,0
0,0,4,0.1,0.125,0,0,1,1,3,3,0,0,0
103.6,0,39,0.068292683,0.08699187,0,0,1,1,1,3,0,0,0
0,0,4,0,0.025,0,0,1,1,3,2,0,1,0
0,0,91,0.01,0.028013468,0,0,2,2,1,13,0,0,0
141,0,47,0.004421769,0.028456454,0,0,1,1,4,2,0,0,0
391.3,0,24,0,0.004166667,61.91792063,0,2,2,3,2,1,0,1
73.3,0,120,0.000226757,0.011948854,5.915342917,0,2,2,2,1,0,0,0
40.2,16.13333333,9,0,0.014285714,0,0,2,2,6,2,1,0,0
178.3,148.1,39,0.004761905,0.012857143,26.41021956,0,1,1,3,2,0,0,0
176.9133333,40.8,72,0,0.007887882,1.891943485,0,2,4,3,5,0,0,1
26.7,49.4,16,0,0.01,0,0,2,4,3,4,0,0,0
178.65,0,77,0.013636364,0.026893939,5.292014182,0,2,2,4,13,0,0,0
72.2952381,103.8,27,0.022580645,0.064516129,0,0,2,2,3,13,0,0,0
130,14.2,30,0.03537037,0.05723545,0,0,1,1,3,3,0,0,0
0,0,71,0.122222222,0.129580026,0,0,3,2,2,13,0,1,0
0,0,7,0.038095238,0.038571429,0,0,1,1,3,3,0,0,0
0,0,1,0.2,0.2,0,0,2,5,7,1,0,0,0
351.0833333,131,53,0,0.005527012,13.78150822,0,1,1,2,4,0,0,0
0,0,17,0.062745098,0.092156863,18.87145759,0,3,2,3,1,0,0,1
0,0,25,0.008333333,0.017361111,0,0,3,2,4,1,0,1,0
113.8,0,15,0,0.011764706,0,0,2,4,9,3,1,0,0
0,0,39,0,0.002564103,0,0,2,2,3,2,1,0,0
143.28,0,27,0.005882353,0.044117647,0,0,1,2,3,1,0,1,0
141.14,0,12,0,0.013333333,0,0,2,2,9,3,0,0,0
135.2833333,92.33333333,31,0,0.003468013,31.14097898,0,3,2,1,5,0,0,0
519,0,89,0.012852234,0.03729051,0,0,3,2,7,1,0,0,0
0,594.1333333,39,0,0.001709402,154.0955389,0,3,2,1,2,1,0,1
76.6,0,38,0,0.002702703,0,0,2,2,3,2,1,0,0
49.4,7,4,0.028571429,0.042857143,0,0,3,2,1,2,0,0,0
0,0,14,0,0.028571429,0,0,2,2,1,3,0,0,0
29.53333333,0,22,0.004,0.021333333,14.92784091,0,2,2,1,2,0,0,0
35.2,98.8,84,0.008914729,0.037209302,0,0,2,2,5,1,0,0,0
40.2,0,12,0.011111111,0.036944444,0,0,1,1,1,2,0,0,0
0,0,28,0.058928571,0.078333333,0,0,3,2,3,13,0,0,0
